,AGE,L??ng,Gi?i tính,K?t qu? t?p train ,Z',"True = 1, Fales=0",??i c?t H,Purchased= y_train ,TinhdoChinhxac,KQ,,,,,,,,
179,-0.253587358,0.154385733,1.020204061,-1.252158702,0.222326681,FALSE,0,0,1,,,,,,,,,
180,0.03295203,0.036926307,1.020204061,-0.763076466,0.317978705,FALSE,0,0,1,,,,,,,,,
181,0.510517677,1.857547415,-0.980196059,1.925663163,0.87276862,TRUE,1,0,0,,,,,,,,,
182,-1.781797428,0.007561451,1.020204061,-4.700312873,0.009010504,FALSE,0,0,1,,,,,,,,,
183,-1.113205523,-0.785289677,-0.980196059,-4.438509987,0.011675598,FALSE,0,0,1,,,,,,,,,
184,-0.731153005,1.094061144,1.020204061,-1.259468122,0.221065466,FALSE,0,1,0,,,,,,,,,
185,0.223978288,-0.374181685,1.020204061,-0.798418218,0.310363979,FALSE,0,0,1,,,,,,,,,
186,0.03295203,1.270250284,-0.980196059,0.260181216,0.564680838,TRUE,1,1,1,,,,,,,,,
187,-0.253587358,0.154385733,1.020204061,-1.252158702,0.222326681,FALSE,0,0,1,,,,,,,,,
188,-0.158074229,0.154385733,-0.980196059,-1.362649559,0.203810017,FALSE,0,0,1,,,,,,,,,
189,-1.113205523,0.301210016,1.020204061,-2.942620945,0.050086427,FALSE,0,0,1,,,,,,,,,
190,0.415004547,1.005966574,1.020204061,1.111403957,0.75239076,TRUE,1,1,1,,,,,,,,,
191,-0.731153005,0.27184516,-0.980196059,-2.468365765,0.078105828,FALSE,0,0,1,,,,,,,,,
192,1.943214617,0.917872005,-0.980196059,3.988419148,0.981808095,TRUE,1,1,1,,,,,,,,,
193,-1.113205523,-1.578140805,1.020204061,-4.983448671,0.006803788,FALSE,0,0,1,,,,,,,,,
194,1.083596453,-1.225762526,1.020204061,0.126733628,0.531641068,TRUE,1,1,1,,,,,,,,,
195,0.415004547,-0.462276255,1.020204061,-0.482992704,0.381545691,FALSE,0,0,1,,,,,,,,,
196,-1.59077117,-1.578140805,-0.980196059,-6.327207467,0.001783829,FALSE,0,0,1,,,,,,,,,
197,0.988083323,1.798817702,-0.980196059,2.889610579,0.947330455,TRUE,1,1,1,,,,,,,,,
198,-0.540126747,2.356749977,-0.980196059,0.206766806,0.551508323,TRUE,1,1,1,,,,,,,,,
199,-0.253587358,-0.139262832,-0.980196059,-1.887073548,0.131578502,FALSE,0,0,1,,,,,,,,,
200,-0.444613617,2.327385121,-0.980196059,0.38042353,0.593975249,TRUE,1,1,1,,,,,,,,,
201,-0.731153005,1.358344853,-0.980196059,-1.288512236,0.216104737,FALSE,0,0,1,,,,,,,,,
202,-1.017692393,-1.137667956,-0.980196059,-4.61562053,0.009799069,FALSE,0,0,1,,,,,,,,,
203,-0.826666135,-0.785289677,1.020204061,-3.505840504,0.029146507,FALSE,0,0,1,,,,,,,,,
204,-0.0625611,-0.374181685,-0.980196059,-1.731087701,0.150448504,FALSE,0,0,1,,,,,,,,,
205,2.134240876,1.123426001,-0.980196059,4.622723994,0.990269617,TRUE,1,1,1,,,,,,,,,
206,-0.158074229,-0.462276255,-0.980196059,-2.032296157,0.115853516,FALSE,0,0,1,,,,,,,,,
207,-1.208718652,0.594858582,1.020204061,-2.829286269,0.055761966,FALSE,0,0,1,,,,,,,,,
208,-0.826666135,-0.667830251,-0.980196059,-3.694324285,0.024261017,FALSE,0,0,1,,,,,,,,,
209,2.134240876,-0.697195107,-0.980196059,2.645672134,0.933743743,TRUE,1,1,1,,,,,,,,,
210,-1.304231782,0.418669443,1.020204061,-3.226158525,0.038193111,FALSE,0,0,1,,,,,,,,,
211,0.701543935,1.798817702,-0.980196059,2.27297661,0.906614108,TRUE,1,1,1,,,,,,,,,
212,0.988083323,2.004371698,-0.980196059,3.112826112,0.95741872,TRUE,1,1,1,,,,,,,,,
213,1.656675229,1.769452846,-0.980196059,4.296535242,0.986567243,TRUE,1,1,1,,,,,,,,,
214,-0.158074229,-0.579735681,-0.980196059,-2.15984789,0.103414554,FALSE,0,0,1,,,,,,,,,
215,0.223978288,0.242480303,1.020204061,-0.12877162,0.467851507,FALSE,0,0,1,,,,,,,,,
216,0.128465159,-0.315451972,-0.980196059,-1.256222521,0.22162485,FALSE,0,0,1,,,,,,,,,
217,-0.635639876,0.125020877,1.020204061,-2.106225262,0.10849323,FALSE,0,0,1,,,,,,,,,
218,1.370135841,0.594858582,-0.980196059,2.404383943,0.917160991,TRUE,1,1,1,,,,,,,,,
219,-0.253587358,-0.344816828,1.020204061,-1.794253567,0.142552015,FALSE,0,0,1,,,,,,,,,
220,-1.686284299,0.35993973,-0.980196059,-4.428148531,0.011795768,FALSE,0,0,1,,,,,,,,,
221,1.847701488,-0.286087115,1.020204061,2.791504743,0.942215026,TRUE,1,1,1,,,,,,,,,
222,0.03295203,-0.579735681,-0.980196059,-1.748758577,0.148203846,FALSE,0,0,1,,,,,,,,,
223,-0.826666135,2.298020264,1.020204061,-0.157607516,0.460679481,FALSE,0,1,0,,,,,,,,,
224,0.988083323,-1.02020853,-0.980196059,-0.17163101,0.457197267,FALSE,0,1,0,,,,,,,,,
225,0.415004547,0.301210016,-0.980196059,0.030058046,0.507513946,TRUE,1,1,1,,,,,,,,,
226,-0.253587358,-0.286087115,-0.980196059,-2.046513214,0.114405176,FALSE,0,0,1,,,,,,,,,
227,-0.349100488,1.328979997,1.020204061,-0.18218603,0.454579056,FALSE,0,0,1,,,,,,,,,
228,1.083596453,0.536128869,1.020204061,2.040009621,0.884934248,TRUE,1,1,1,,,,,,,,,
229,-0.0625611,0.125020877,1.020204061,-0.872957322,0.294639318,FALSE,0,0,1,,,,,,,,,
230,0.223978288,-0.374181685,1.020204061,-0.798418218,0.310363979,FALSE,0,0,1,,,,,,,,,
231,0.128465159,0.27184516,-0.980196059,-0.618463857,0.350130904,FALSE,0,0,1,,,,,,,,,
232,-0.731153005,1.916277129,1.020204061,-0.366605992,0.409361387,FALSE,0,1,0,,,,,,,,,
233,-0.158074229,0.859142292,1.020204061,-0.281303649,0.430134198,FALSE,0,1,0,,,,,,,,,
234,0.415004547,0.154385733,-0.980196059,-0.12938162,0.46769964,FALSE,0,0,1,,,,,,,,,
235,-0.158074229,-0.286087115,1.020204061,-1.524933044,0.178736252,FALSE,0,0,1,,,,,,,,,
236,-1.686284299,-0.609100538,1.020204061,-5.164414814,0.005683915,FALSE,0,0,1,,,,,,,,,
237,-0.253587358,-0.755924821,-0.980196059,-2.556720146,0.071976315,FALSE,0,0,1,,,,,,,,,
238,-1.399744911,0.35993973,-0.980196059,-3.811514561,0.021636183,FALSE,0,0,1,,,,,,,,,
239,-0.253587358,-1.313857096,-0.980196059,-3.162590877,0.040598019,FALSE,0,0,1,,,,,,,,,
240,0.988083323,-0.84401939,1.020204061,0.335732103,0.583153429,TRUE,1,1,1,,,,,,,,,
241,1.179109582,-0.755924821,-0.980196059,0.526449702,0.628654681,TRUE,1,0,0,,,,,,,,,
242,0.319491418,0.066291164,-0.980196059,-0.430590076,0.393985436,FALSE,0,0,1,,,,,,,,,
243,0.03295203,-0.579735681,-0.980196059,-1.748758577,0.148203846,FALSE,0,0,1,,,,,,,,,
244,-0.540126747,1.916277129,-0.980196059,-0.271552192,0.432526074,FALSE,0,1,0,,,,,,,,,
245,0.892570194,1.270250284,-0.980196059,2.110083125,0.891879349,TRUE,1,1,1,,,,,,,,,
246,-0.349100488,-1.313857096,-0.980196059,-3.368135533,0.033306287,FALSE,0,0,1,,,,,,,,,
247,0.797057065,-1.401951665,-0.980196059,-0.997263455,0.269479799,FALSE,0,0,1,,,,,,,,,
248,2.038727746,-1.196397669,-0.980196059,1.898032613,0.869668694,TRUE,1,1,1,,,,,,,,,
249,1.46564897,-1.049573386,-0.980196059,0.82420434,0.695128075,TRUE,1,1,1,,,,,,,,,
250,-1.49525804,0.330574873,1.020204061,-3.732911638,0.023364137,FALSE,0,0,1,,,,,,,,,
251,-0.444613617,-0.550370825,-0.980196059,-2.744593926,0.060392692,FALSE,0,0,1,,,,,,,,,
252,1.083596453,0.477399156,1.020204061,1.976233754,0.878279105,TRUE,1,1,1,,,,,,,,,
253,0.510517677,1.240885427,-0.980196059,1.256016566,0.77833962,TRUE,1,1,1,,,,,,,,,
254,0.319491418,-0.286087115,-0.980196059,-0.813245275,0.307199379,FALSE,0,0,1,,,,,,,,,
255,-0.253587358,-1.372586809,-0.980196059,-3.226366743,0.038185463,FALSE,0,0,1,,,,,,,,,
256,-1.304231782,-1.372586809,1.020204061,-5.171322451,0.005645009,FALSE,0,0,1,,,,,,,,,
257,0.128465159,1.064696288,1.020204061,0.558545854,0.636116012,TRUE,1,1,1,,,,,,,,,
258,0.892570194,-1.372586809,1.020204061,-0.443795351,0.390836985,FALSE,0,1,0,,,,,,,,,
259,-0.253587358,-0.432911398,1.020204061,-1.889917367,0.131253892,FALSE,0,0,1,,,,,,,,,
260,-1.877310558,-0.755924821,-0.980196059,-6.050979306,0.002350018,FALSE,0,0,1,,,,,,,,,
261,-1.877310558,0.35993973,1.020204061,-4.523202331,0.01073766,FALSE,0,0,1,,,,,,,,,
262,0.319491418,-0.521005968,1.020204061,-0.752313227,0.320317469,FALSE,0,0,1,,,,,,,,,
263,2.134240876,-0.814654534,1.020204061,2.834155914,0.94449388,TRUE,1,1,1,,,,,,,,,
264,-0.0625611,0.682953152,-0.980196059,-0.583122105,0.358214514,FALSE,0,1,0,,,,,,,,,
265,-1.017692393,-0.374181685,-0.980196059,-3.786534266,0.022171334,FALSE,0,0,1,,,,,,,,,
266,0.701543935,-1.401951665,-0.980196059,-1.202808111,0.230976046,FALSE,0,1,0,,,,,,,,,
267,-0.731153005,-1.548775948,1.020204061,-4.129382112,0.015837942,FALSE,0,0,1,,,,,,,,,
268,-1.877310558,0.477399156,-0.980196059,-4.711686111,0.008909514,FALSE,0,0,1,,,,,,,,,
269,1.083596453,0.125020877,1.020204061,1.593578556,0.831118985,TRUE,1,0,0,,,,,,,,,
270,-1.399744911,-1.460681379,1.020204061,-5.472530908,0.004183016,FALSE,0,0,1,,,,,,,,,
271,0.223978288,-0.139262832,1.020204061,-0.543314752,0.367416824,FALSE,0,0,1,,,,,,,,,
272,0.797057065,0.27184516,1.020204061,1.136384252,0.757015165,TRUE,1,1,1,,,,,,,,,
273,0.415004547,-0.462276255,1.020204061,-0.482992704,0.381545691,FALSE,0,0,1,,,,,,,,,
274,-0.0625611,0.301210016,-0.980196059,-0.997665237,0.269400711,FALSE,0,0,1,,,,,,,,,
275,-0.253587358,1.123426001,1.020204061,-0.199856906,0.450201421,FALSE,0,0,1,,,,,,,,,
276,0.223978288,1.094061144,1.020204061,0.795978443,0.689113575,TRUE,1,1,1,,,,,,,,,
277,-1.113205523,-1.548775948,-0.980196059,-5.267596251,0.005129542,FALSE,0,0,1,,,,,,,,,
278,-0.635639876,-0.109897976,1.020204061,-2.361328727,0.086169507,FALSE,0,0,1,,,,,,,,,
279,0.319491418,0.506764012,1.020204061,0.363764435,0.589951391,TRUE,1,1,1,,,,,,,,,
280,0.319491418,0.301210016,-0.980196059,-0.175486611,0.456240589,FALSE,0,0,1,,,,,,,,,
281,0.892570194,2.180560838,-0.980196059,3.098609055,0.956835333,TRUE,1,1,1,,,,,,,,,
282,0.03295203,-0.256722259,1.020204061,-1.081955798,0.253136079,FALSE,0,0,1,,,,,,,,,
283,-1.113205523,-0.521005968,-0.980196059,-4.151518588,0.015496571,FALSE,0,0,1,,,,,,,,,
284,-1.113205523,-1.607505662,-0.980196059,-5.331372118,0.00481414,FALSE,0,0,1,,,,,,,,,
285,0.03295203,1.240885427,-0.980196059,0.228293283,0.556826728,TRUE,1,0,0,,,,,,,,,
286,-0.635639876,1.417074567,-0.980196059,-1.019191713,0.265184875,FALSE,0,1,0,,,,,,,,,
287,-0.253587358,-0.579735681,-0.980196059,-2.365392546,0.085850042,FALSE,0,0,1,,,,,,,,,
288,-0.922179264,-0.432911398,-0.980196059,-3.644765476,0.02546227,FALSE,0,0,1,,,,,,,,,
289,-0.731153005,0.565493726,1.020204061,-1.83345092,0.137827683,FALSE,0,0,1,,,,,,,,,
290,2.038727746,0.18375059,-0.980196059,3.396765474,0.967603295,TRUE,1,1,1,,,,,,,,,
291,0.128465159,1.886912272,1.020204061,1.451407984,0.810215029,TRUE,1,1,1,,,,,,,,,
292,-0.540126747,1.38770971,-0.980196059,-0.84553499,0.300370333,FALSE,0,1,0,,,,,,,,,
293,1.274622711,1.886912272,-0.980196059,3.601908349,0.973452368,TRUE,1,0,0,,,,,,,,,
294,0.319491418,-0.197992546,-0.980196059,-0.717581475,0.327925781,FALSE,0,0,1,,,,,,,,,
295,-1.781797428,0.18375059,1.020204061,-4.508985273,0.010889734,FALSE,0,0,1,,,,,,,,,
296,-1.59077117,-0.051168263,-0.980196059,-4.66903494,0.009294128,FALSE,0,0,1,,,,,,,,,
297,-0.922179264,0.418669443,-0.980196059,-2.720015412,0.061802573,FALSE,0,0,1,,,,,,,,,
298,0.606030806,-0.902749104,-0.980196059,-0.866257903,0.296033551,FALSE,0,0,1,,,,,,,,,
299,-0.0625611,0.242480303,-0.980196059,-1.061441103,0.257034154,FALSE,0,1,0,,,,,,,,,
300,0.988083323,2.092466268,1.020204061,3.524525425,0.971377594,TRUE,1,0,0,,,,,,,,,
301,0.319491418,0.036926307,-0.980196059,-0.462478009,0.386398136,FALSE,0,0,1,,,,,,,,,
302,-1.399744911,-0.197992546,1.020204061,-4.101349779,0.016280867,FALSE,0,0,1,,,,,,,,,
303,-1.304231782,0.565493726,-0.980196059,-3.382754372,0.032838802,FALSE,0,0,1,,,,,,,,,
304,0.988083323,-1.078938243,1.020204061,0.080628637,0.520146246,TRUE,1,1,1,,,,,,,,,
305,-1.304231782,-1.255127383,-0.980196059,-5.359806232,0.004679813,FALSE,0,0,1,,,,,,,,,
306,0.223978288,-0.315451972,1.020204061,-0.734642351,0.324176823,FALSE,0,0,1,,,,,,,,,
307,0.797057065,-1.1083031,-0.980196059,-0.678384122,0.336622045,FALSE,0,1,0,,,,,,,,,
308,1.179109582,-1.460681379,-0.980196059,-0.238860695,0.440567134,FALSE,0,1,0,,,,,,,,,
309,1.083596453,-0.139262832,1.020204061,1.306587157,0.786941503,TRUE,1,0,0,,,,,,,,,
310,-0.540126747,-1.519411092,1.020204061,-3.686404865,0.024449197,FALSE,0,0,1,,,,,,,,,
311,2.134240876,-0.814654534,1.020204061,2.834155914,0.94449388,TRUE,1,1,1,,,,,,,,,
312,0.319491418,-0.521005968,1.020204061,-0.752313227,0.320317469,FALSE,0,0,1,,,,,,,,,
313,-0.826666135,0.389304586,-0.980196059,-2.546358689,0.072671493,FALSE,0,0,1,,,,,,,,,
314,1.083596453,-0.902749104,-0.980196059,0.16146538,0.540278873,TRUE,1,1,1,,,,,,,,,
315,-0.826666135,-1.225762526,-0.980196059,-4.300195016,0.013384342,FALSE,0,0,1,,,,,,,,,
316,0.797057065,-1.225762526,1.020204061,-0.489900342,0.379917045,FALSE,0,1,0,,,,,,,,,
317,1.370135841,-1.431316522,-0.980196059,0.204116551,0.550852702,TRUE,1,1,1,,,,,,,,,
318,1.656675229,-0.902749104,1.020204061,1.710768832,0.846935979,TRUE,1,1,1,,,,,,,,,
319,1.083596453,2.092466268,-0.980196059,3.414034568,0.968140283,TRUE,1,1,1,,,,,,,,,
320,-1.017692393,1.975006842,-0.980196059,-1.235499608,0.225220315,FALSE,0,1,0,,,,,,,,,
321,1.46564897,0.35993973,-0.980196059,2.354825134,0.913316992,TRUE,1,1,1,,,,,,,,,
322,-1.781797428,0.448034299,1.020204061,-4.221993874,0.014457287,FALSE,0,0,1,,,,,,,,,
323,-0.253587358,-0.579735681,1.020204061,-2.049357033,0.114117366,FALSE,0,0,1,,,,,,,,,
324,-1.113205523,-1.167032813,1.020204061,-4.537017606,0.010591897,FALSE,0,0,1,,,,,,,,,
325,-0.0625611,-0.227357402,-0.980196059,-1.571648035,0.171981578,FALSE,0,0,1,,,,,,,,,
326,0.03295203,-0.139262832,-0.980196059,-1.270439578,0.219182013,FALSE,0,0,1,,,,,,,,,
327,0.128465159,0.213115447,1.020204061,-0.36620421,0.409458536,FALSE,0,0,1,,,,,,,,,
328,-1.877310558,-0.051168263,-0.980196059,-5.285668909,0.005038133,FALSE,0,0,1,,,,,,,,,
329,1.752188358,1.005966574,-0.980196059,3.672993635,0.975228878,TRUE,1,1,1,,,,,,,,,
330,-0.540126747,-1.519411092,1.020204061,-3.686404865,0.024449197,FALSE,0,0,1,,,,,,,,,
331,-1.49525804,-1.255127383,-0.980196059,-5.770895545,0.00310728,FALSE,0,0,1,,,,,,,,,
332,0.606030806,2.033736555,-0.980196059,2.322535419,0.910726295,TRUE,1,1,1,,,,,,,,,
333,-0.635639876,-1.049573386,-0.980196059,-3.697778104,0.024179391,FALSE,0,0,1,,,,,,,,,
334,-1.208718652,-1.401951665,1.020204061,-4.997665728,0.006708387,FALSE,0,0,1,,,,,,,,,
335,1.847701488,-1.078938243,-0.980196059,1.614495032,0.834034528,TRUE,1,1,1,,,,,,,,,
336,-0.253587358,-0.902749104,1.020204061,-2.400124298,0.083163219,FALSE,0,0,1,,,,,,,,,
337,-0.922179264,-0.755924821,-0.980196059,-3.995532741,0.018065284,FALSE,0,0,1,,,,,,,,,
338,-1.399744911,-0.109897976,-0.980196059,-4.321721493,0.013103038,FALSE,0,0,1,,,,,,,,,
339,0.223978288,0.154385733,-0.980196059,-0.540470933,0.368078038,FALSE,0,0,1,,,,,,,,,
340,0.415004547,0.27184516,-0.980196059,-0.001829887,0.499542528,FALSE,0,0,1,,,,,,,,,
341,0.892570194,1.035331431,1.020204061,2.171015173,0.8976163,TRUE,1,1,1,,,,,,,,,
342,-1.017692393,-0.344816828,-0.980196059,-3.754646333,0.022873293,FALSE,0,0,1,,,,,,,,,
343,1.46564897,2.151195981,-0.980196059,4.299989061,0.986612938,TRUE,1,1,1,,,,,,,,,
344,1.5611621,0.007561451,1.020204061,2.493750105,0.923702516,TRUE,1,1,1,,,,,,,,,
345,0.892570194,-1.313857096,1.020204061,-0.380019485,0.406122198,FALSE,0,1,0,,,,,,,,,
346,2.134240876,0.389304586,1.020204061,4.141561176,0.984350779,TRUE,1,1,1,,,,,,,,,
347,-1.017692393,-1.548775948,-0.980196059,-5.062051595,0.006292705,FALSE,0,0,1,,,,,,,,,
348,0.319491418,0.066291164,-0.980196059,-0.430590076,0.393985436,FALSE,0,0,1,,,,,,,,,
349,-0.444613617,1.270250284,-0.980196059,-0.767542066,0.317011046,FALSE,0,0,1,,,,,,,,,
350,-1.208718652,-1.078938243,1.020204061,-4.646898463,0.009500184,FALSE,0,0,1,,,,,,,,,
351,0.797057065,-0.84401939,-0.980196059,-0.391392723,0.403382076,FALSE,0,1,0,,,,,,,,,
352,-0.253587358,0.624223439,1.020204061,-0.741951771,0.322577493,FALSE,0,1,0,,,,,,,,,
353,0.797057065,-0.315451972,1.020204061,0.498625588,0.622136285,TRUE,1,0,0,,,,,,,,,
354,-0.253587358,-0.491641111,1.020204061,-1.953693233,0.124151207,FALSE,0,0,1,,,,,,,,,
355,1.5611621,-1.284492239,-0.980196059,0.77464553,0.684524957,TRUE,1,1,1,,,,,,,,,
356,1.370135841,2.004371698,-0.980196059,3.935004738,0.9808291,TRUE,1,1,1,,,,,,,,,
357,-0.826666135,0.301210016,1.020204061,-2.325986975,0.088993478,FALSE,0,0,1,,,,,,,,,
358,0.128465159,-0.256722259,-0.980196059,-1.192446655,0.232821639,FALSE,0,0,1,,,,,,,,,
359,0.415004547,1.123426001,-0.980196059,0.922920176,0.715636738,TRUE,1,1,1,,,,,,,,,
